"Advanced Mapping","Advanced Mapping"
"Condition","Condition"
"Output Value","Output Value"
"Modification","Modification"
"AND","AND"
"OR","OR"
"Price Attributes","Price Attributes"
"-- Add Condition --","-- Add Condition --"
"Add Attribute","Add Attribute"
"Add Text","Add Text"
"Please complete previous steps to continue","Please complete previous steps to continue"
"Base Filter","Base Filter"
"Exclude Disabled Products","Exclude Disabled Products"
"Exclude Out of Stock Products","Exclude Out of Stock Products"
"Product Types","Product Types"
"Attribute Sets","Attribute Sets"
"Products Filter Configuration","Products Filter Configuration"
"Column Names","Column Names"
"Fields enclosed by","Fields enclosed by"
"Fields separated by","Fields separated by"
"Fields","Fields"
"Before","Before"
"After","After"
"Format","Format"
"Max Length","Max Length"
"Parent","Parent"
"XML Template","XML Template"
"Item","Item"
"XML Tag for Item (example for Google - item).","XML Tag for Item (example for Google - item)."
"XML Tag","XML Tag"
"Insert","Insert"
"Formats","Formats"
"Date Format","Date Format"
"Price Decimals","Price Decimals"
"Price Decimal Point","Price Decimal Point"
"Price Thousands Separator","Price Thousands Separator"
"Use Parent Value if Attribute is Empty","Use Parent Value if Attribute is Empty"
"Do not use category in URL","Do not use category in URL"
"Use URL of parent configurable product.","Use URL of parent configurable product."
"If a product has no image.","If a product has no image."
"Progress","Progress"
"Download the file:","Download the file:"
"You can download the file from `Manage Feeds` grid or use `Download` button on `Edit Feed` page.","You can download the file from `Manage Feeds` grid or use `Download` button on `Edit Feed` page."
"Settings","Settings"
"Add port if necessary (example.com:2222)","Add port if necessary (example.com:2222)"
"User","User"
"Path","Path"
"Set to `Yes` if the user and pass are OK, but FTP upload fails.","Set to `Yes` if the user and pass are OK, but FTP upload fails."
"--Add Condition--","--Add Condition--"
"Please keep in mind that your feed may not pass Google validation. Refer to
                        <a href='%s' target='_blank'>this article</a> and double check your feed","Please keep in mind that your feed may not pass Google validation. Refer to
                        <a href='%s' target='_blank'>this article</a> and double check your feed"
